name,artist_id,birth_date,death_date,birth_date_dt,death_date_dt,nationality_id,nationality,image_url,wikipedia_title,biography,family_name,given_name
Xu Gu,Q3082969,1824,1896,+1824-01-01T00:00:00Z,+1896-01-01T00:00:00Z,Q8733,Qing dynasty,https://commons.wikimedia.org/wiki/Special:FilePath/Pine Tree and Crane by Xu Gu.jpg,Xu Gu,"Xū Gǔ (Hsü Ku, simplified Chinese: 虚谷; traditional Chinese: 虛谷; pinyin: Xū Gǔ); (c. 1824–1896) was a Chinese painter and poet during the Qing Dynasty (1644–1912).",Xugu,
Peter Paul Rubens,Q5599,1577,1640,+1577-06-28T00:00:00Z,+1640-05-30T00:00:00Z,Q622783,Spanish Netherlands,https://commons.wikimedia.org/wiki/Special:FilePath/Sir Peter Paul Rubens - Portrait of the Artist - Google Art Project.jpg,Peter Paul Rubens,"Sir Peter Paul Rubens ( ROO-bənz; Dutch: [ˈrybə(n)s]; 28 June 1577 – 30 May 1640) was a Flemish artist and diplomat. He is considered the most influential artist of the Flemish Baroque tradition. Rubens's highly charged compositions reference erudite aspects of classical and Christian history. His unique and immensely popular Baroque style emphasised movement, colour, and sensuality, which followed the immediate, dramatic artistic style promoted in the Counter-Reformation. Rubens was a painter producing altarpieces, portraits, landscapes, and history paintings of mythological and allegorical subjects. He was also a prolific designer of cartoons for the Flemish tapestry workshops and of frontispieces for the publishers in Antwerp.
He was born and raised in the Holy Roman Empire (modern-day Germany), to parents who were refugees from Antwerp in the Duchy of Brabant in the Southern Netherlands (modern-day Belgium) and moved to Antwerp at about 12. In addition to running a large workshop in Antwerp that produced paintings popular with nobility and art collectors throughout Europe, Rubens was a classically educated humanist scholar and diplomat who was knighted by both Philip IV of Spain and Charles I of England. Rubens was a prolific artist. The catalogue of his works by Michael Jaffé lists 1,403 pieces, excluding numerous copies made in his workshop.
His commissioned works were mostly history paintings, which included religious and mythological subjects, and hunt scenes. He painted portraits, especially of friends, and self-portraits, and in later life painted several landscapes. Rubens designed tapestries and prints, as well as his own house. He also oversaw the ephemeral decorations of the royal entry into Antwerp by the Cardinal-Infante Ferdinand of Austria in 1635. He wrote a book with illustrations of the palaces in Genoa, which was published in 1622 as Palazzi di Genova. The book was influential in spreading the Genoese palace style in Northern Europe. Rubens was an avid art collector and had one of the largest collections of art and books in Antwerp. He was also an art dealer and is known to have sold important art objects to George Villiers, 1st Duke of Buckingham.
He was one of the last major artists to make consistent use of wooden panels as a support medium, even for very large works, but used canvas as well, especially when the work needed to be sent a long distance. For altarpieces he sometimes painted on slate to reduce reflection problems.",Rubens,Peter Paul
Thomas Doughty,Q284954,1793,1856,+1793-07-19T00:00:00Z,+1856-07-22T00:00:00Z,Q30,United States of America,,Thomas Doughty (artist),"Thomas Doughty (July 19, 1793 – July 22, 1856) was an American artist associated with the Hudson River School.",Doughty,Thomas
Gustave Doré,Q6682,1832,1883,+1832-01-06T00:00:00Z,+1883-01-23T00:00:00Z,Q142,France,"https://commons.wikimedia.org/wiki/Special:FilePath/Photograph of Gustave Doré by Nadar, between 1856 and 1858.jpg",Gustave Doré,"Paul Gustave Louis Christophe Doré (UK:  DOR-ay, US:  dor-AY, French: [ɡystav dɔʁe]; 6 January 1832 – 23 January 1883) was a French printmaker, illustrator, painter, comics artist, caricaturist, and sculptor. He is best known for his prolific output of wood-engravings illustrating classic literature, especially those for the Vulgate Bible and Dante's Divine Comedy. These achieved great international success, and he became renowned for printmaking, although his role was normally as the designer only; at the height of his career some 40 block-cutters were employed to cut his drawings onto the wooden printing blocks, usually also signing the image.
He created over 10,000 illustrations, the most important of which were copied using an electrotype process using cylinder presses, allowing very large print runs to be published simultaneously in many countries.",Doré,Gustave
John Singleton Copley,Q316016,1738,1815,+1738-07-03T00:00:00Z,+1815-09-09T00:00:00Z,Q30,United States of America,https://commons.wikimedia.org/wiki/Special:FilePath/Self portrait of John Singleton Copley.jpg,John Singleton Copley,"John Singleton Copley   (July 3, 1738 – September 9, 1815) was an Anglo-American painter, active in both colonial America and England. He was believed to be born in Boston, Province of Massachusetts Bay, to Richard and Mary Singleton Copley, both Anglo-Irish. After becoming well-established as a portrait painter of the wealthy in colonial New England, he moved to London in 1774, never returning to America.  In London, he met considerable success as a portraitist for the next two decades, and also painted a number of large history paintings, which were innovative in their readiness to depict modern subjects and modern dress.  His later years were less successful, and he died heavily in debt. He was father of John Copley, 1st Baron Lyndhurst and half-brother of Henry Pelham, the  American  painter, engraver, and cartographer.",Copley,John
François Boucher,Q180932,1703,1770,+1703-09-29T00:00:00Z,+1770-05-30T00:00:00Z,Q142,France,https://commons.wikimedia.org/wiki/Special:FilePath/Boucher par Gustav Lundberg 1741.jpg,François Boucher,"François Boucher (UK:  BOO-shay, US:  boo-SHAY; French: [fʁɑ̃swa buʃe]; 29 September 1703 – 30 May 1770) was a French painter, draughtsman and etcher, who worked in the Rococo style. Boucher is known for his idyllic and voluptuous paintings on classical themes, decorative allegories, and pastoral scenes. He was perhaps the most celebrated painter and decorative artist of the 18th century.",Boucher,François
Shibata Zeshin,Q2386947,1807,1891,+1807-03-15T00:00:00Z,+1891-07-13T00:00:00Z,Q17,Japan,,Shibata Zeshin,"Shibata Zeshin (柴田 是真, March 15, 1807 – July 13, 1891) was a Japanese lacquer painter and print artist of the late Edo period and early Meiji era.  He has been called ""Japan's greatest lacquerer"", but his reputation as painter and print artist is more complex: In Japan, he is known as both too modern, a panderer to the Westernization movement, and also an overly conservative traditionalist who did nothing to stand out from his contemporaries. Despite holding this complicated reputation in Japan, Zeshin has come to be well regarded and much studied among the art world of the West, in Britain and the United States in particular.",Shibata,Zeshin
Xia Chang,Q1064977,1388,1470,+1388-01-01T00:00:00Z,+1470-01-01T00:00:00Z,Q9903,Ming dynasty,https://commons.wikimedia.org/wiki/Special:FilePath/夏㫤 呉郡名賢図賛.jpg,Xia Chang,"Xia Chang (Chinese: 夏昶; pinyin: Xià Chàng; Wade–Giles: Hsia Ch'ang; 1388–1470) originally named Zhu Chang, was a Ming dynasty Chinese painter and government official.
Xia specialized in ink bamboo painting, following the style of Wang Fu. His courtesy name was 'Zhongzhao' (仲昭) and his art names were 'Yufeng' (玉峰) and 'Zizai jushi' (自在居士).",Xia,Chang
Alfred Sisley,Q175130,1839,1899,+1839-10-30T00:00:00Z,+1899-01-29T00:00:00Z,Q174193,United Kingdom of Great Britain and Ireland,https://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Auguste Renoir 110.jpg,Alfred Sisley,"Alfred Sisley (; French: [sislɛ]; 30 October 1839 – 29 January 1899) was an Impressionist landscape painter who was born and spent most of his life in France, but retained British citizenship. He was the most consistent of the Impressionists in his dedication to painting landscape en plein air (i.e., outdoors). He deviated into figure painting only rarely and, unlike Renoir and Pissarro, he found that Impressionism fulfilled his artistic needs.
Among his important works are a series of paintings of the River Thames, mostly around Hampton Court, executed in 1874, and landscapes depicting places in or near Moret-sur-Loing. The notable paintings of the Seine and its bridges in the former suburbs of Paris are like many of his landscapes, characterised by tranquillity, in pale shades of green, pink, purple, dusty blue and cream. Over the years Sisley's power of expression and colour intensity increased.",Sisley,Alfred
Édouard Manet,Q40599,1832,1883,+1832-01-23T00:00:00Z,+1883-04-30T00:00:00Z,Q142,France,"https://commons.wikimedia.org/wiki/Special:FilePath/Édouard Manet, en buste, de face - Nadar.jpg",Édouard Manet,"Édouard Manet (UK: , US: ; French: [edwaʁ manɛ]; 23 January 1832 – 30 April 1883) was a French modernist painter. He was one of the first 19th-century artists to paint modern life, as well as a pivotal figure in the transition from Realism to Impressionism.
Born into an upper-class household with strong political connections, Manet rejected the naval career originally envisioned for him; he became engrossed in the world of painting. His early masterworks, The Luncheon on the Grass (Le déjeuner sur l'herbe) or Olympia, ""premiering"" in 1863 and '65, respectively, caused great controversy with both critics and the Academy of Fine Arts, but soon were praised by progressive artists as the breakthrough acts to the new style, Impressionism. Today too, these works, along with others, are considered watershed paintings that mark the start of modern art. The last 20 years of Manet's life saw him form bonds with other great artists of the time; he developed his own simple and direct style that would be heralded as innovative and serve as a major influence for future painters.",,
Jean-François Millet,Q148458,1814,1875,+1814-10-04T00:00:00Z,+1875-01-20T00:00:00Z,Q142,France,https://commons.wikimedia.org/wiki/Special:FilePath/Jean-FrancoisMillet(Nadar).jpg,Jean-François Millet,"Jean-François Millet (French pronunciation: [ʒɑ̃ fʁɑ̃swa milɛ]; 4 October 1814 – 20 January 1875) was a French artist and one of the founders of the Barbizon school in rural France. Millet is noted for his paintings of peasant farmers and can be categorized as part of the Realism art movement. Toward the end of his career, he became increasingly interested in painting pure landscapes. He is known best for his oil paintings but is also noted for his pastels, Conté crayon drawings, and etchings.",Millet,Jean-François
