title,artist_display,date_display,creation_year_start,creation_year_end,medium,classification,artist_id,location,description,short_description,dimension,artwork_id,full_image_url
The Lamentation,"Andrea Vaccaro (Italian, 1598/1604-1670)",1652,1652.0,1652.0,Oil on canvas,Painting,ARTIC-37078,Italy,,,128 × 156.9 cm (50 3/8 × 61 3/4 in.),ARTIC-76017100-be7f-4c3c-2622-064f1472c889,https://www.artic.edu/iiif/2/76017100-be7f-4c3c-2622-064f1472c889/full/max/0/default.jpg
Two Rajput Noblemen with a Child,"India (Rajasthan, Jaipur)",Late 18th century,1700.0,1800.0,"Ink, color and gold on paper",Painting,,India,,,13.8 × 12 cm (5 3/8 × 4 3/4 in.),ARTIC-5f2eb807-4027-bf11-e71b-166f7a7f799f,https://www.artic.edu/iiif/2/5f2eb807-4027-bf11-e71b-166f7a7f799f/full/max/0/default.jpg
"Spinning Cloth, Preparing Tea Leaves, Preparing Silk",China,Early 19th century,1801.0,1833.0,Colors on paper,Painting,,China,,,,ARTIC-f5447cb2-f301-1ca0-0711-974577d31228,https://www.artic.edu/iiif/2/f5447cb2-f301-1ca0-0711-974577d31228/full/max/0/default.jpg
Landscape with a Herdsman and Goats,"Gaspard Dughet (French, 1615-1675)",c. 1635,1630.0,1640.0,Oil on canvas,Painting,ARTIC-34324,France,,,68 × 120.4 cm (26 3/4 × 47 7/16 in.),ARTIC-91f56173-2f20-70fa-c0ac-f00bed4268d0,https://www.artic.edu/iiif/2/91f56173-2f20-70fa-c0ac-f00bed4268d0/full/max/0/default.jpg
Ghosts,"Yao Luan 姚鑾 (Chinese, 19th century)","Qing dynasty (1644–1911), 1893",1893.0,1893.0,Album of twelve leaves; ink on paper,Painting,ARTIC-112116,China,,,33.7 × 35.6 cm (13 1/4 × 14 in.),ARTIC-24895638-4f59-1f20-06ba-63f2a27500c7,https://www.artic.edu/iiif/2/24895638-4f59-1f20-06ba-63f2a27500c7/full/max/0/default.jpg
George Washington,"Edward Savage (American, 1761-1817)",1793,1793.0,1793.0,Oil on mahogany panel,Painting,ARTIC-23024,United States,,,47 × 35.9 cm (18 1/2 × 14 1/8 in.),ARTIC-65070e6a-e55b-01dc-1e99-a649fd7fd8b1,https://www.artic.edu/iiif/2/65070e6a-e55b-01dc-1e99-a649fd7fd8b1/full/max/0/default.jpg
Queen Margaret of Spain,"Andrés López Polanco (Spanish, c. 1570-1641)",c. 1610,1601.0,1611.0,Oil on canvas,Painting,ARTIC-37466,Spain,,,210.6 × 109.3 cm (82 7/8 × 43 in.),ARTIC-389e3222-0ff0-9e88-4b84-80e78fbb6b8d,https://www.artic.edu/iiif/2/389e3222-0ff0-9e88-4b84-80e78fbb6b8d/full/max/0/default.jpg
"Studies of Pierre Renoir; His Mother, Aline Charigot; Nudes; and Landscape","Pierre-Auguste Renoir (French, 1841-1919)",1885/86,1885.0,1886.0,Oil on canvas,Painting,ARTIC-36351,France,,,45.8 × 39 cm (18 × 15 3/8 in.),ARTIC-bda9058b-5be6-37d0-e5a6-926584540757,https://www.artic.edu/iiif/2/bda9058b-5be6-37d0-e5a6-926584540757/full/max/0/default.jpg
Beach at Cabasson (Baigne-Cul),"Henri Edmond Cross (French, 1856-1910)",1891/92,1891.0,1892.0,Oil on canvas,Painting,ARTIC-5612,France,"<p>In 1891, as a result of his rheumatoid arthritis, Henri Edmond Cross moved to Cabasson, a hamlet on the Côte d’Azur in southeastern France. The move deeply affected his art: after settling on the Mediterranean coast, he embraced the divided brushwork (small dashes and dots of color) and tonal gradations of “scientific Impressionism.” This methodical technique was a departure from the Impressionists’ more intuitive quick strokes of color to capture fleeting atmospheric conditions. In this beach scene, Cross used this more systematic paint application to convey the color and heat of his adopted region.</p>
",,65.3 × 92.3 cm (25 3/4 × 36 3/8 in.),ARTIC-16e53257-ade2-4f5d-3521-2bc9666bc4cf,https://www.artic.edu/iiif/2/16e53257-ade2-4f5d-3521-2bc9666bc4cf/full/max/0/default.jpg
Threatening,"George Inness (American, 1825–1894)",1891,1891.0,1891.0,Oil on canvas,Painting,ARTIC-35061,United States,,,76.8 × 116.2 cm (30 1/4 × 45 3/4 in.),ARTIC-a11fa240-7a31-33fc-b209-30e8a455d0d0,https://www.artic.edu/iiif/2/a11fa240-7a31-33fc-b209-30e8a455d0d0/full/max/0/default.jpg
Venus and Mars with Cupid and the Three Graces in a Landscape,"Domenico Tintoretto (Italian, 1560-1635)",1590/95,1590.0,1595.0,Oil on canvas,Painting,ARTIC-40867,Italy,,,106.5 × 142.8 cm (41 7/8 × 56 1/4 in.),ARTIC-beb2f648-c934-34ba-ba3d-f30db836c6b1,https://www.artic.edu/iiif/2/beb2f648-c934-34ba-ba3d-f30db836c6b1/full/max/0/default.jpg
"View of Saleve, near Geneva","Théodore Rousseau (French, 1812-1867)",1834,1834.0,1834.0,"Oil on paper, mounted to canvas",Painting,ARTIC-36476,,"<p>An ardent explorer of the remotest corners of France, Théodore Rousseau painted View of Salève, near Geneva during a three-month stay in the mountainous Jura region. Although his larger canvases were consistently excluded from the official Parisian art show known as the Salon, his smaller panoramic oil sketches found mainstream admirers. With a few deft strokes, Rousseau conveyed steep, rocky outcroppings; plains dotted with shrubs; and the luminosity of moisture-laden clouds and sky.</p>
",,39 × 62 cm (15 3/8 × 24 3/8 in.),ARTIC-b7e9650f-fe31-1206-ec54-8b2f019b8621,https://www.artic.edu/iiif/2/b7e9650f-fe31-1206-ec54-8b2f019b8621/full/max/0/default.jpg
Springtime,"Théodore Rousseau (French, 1812-1867)",c. 1860,1855.0,1865.0,Oil on panel,Painting,ARTIC-36476,France,,,42.2 × 54 cm (15 5/8 × 21 1/4 in.),ARTIC-f5731565-80bd-6d4c-8790-d0c252d92bd4,https://www.artic.edu/iiif/2/f5731565-80bd-6d4c-8790-d0c252d92bd4/full/max/0/default.jpg
Landscape,"Wang Jian (Chinese, 1598-1677)","Qing dynasty (1644–1911), 1598–1677",1598.0,1677.0,Hanging scroll; ink and light color on silk,Painting,ARTIC-27929,China,,,,ARTIC-47bf7f21-3ed2-ce57-6313-61ba197e4645,https://www.artic.edu/iiif/2/47bf7f21-3ed2-ce57-6313-61ba197e4645/full/max/0/default.jpg
"Kay Khosrow Crosses the Sea of Zareh on His Way to China, a scene from the Shahnama of Firdausi",Iran,"Safavid dynasty (1501–1722), about 1550",1545.0,1555.0,Watercolor and ink on paper,Painting,,Iran,,,"Page: 34.2 × 23.4 cm, Painting: 11.5 × 15.9 cm 
(Page: 13 1/2 × 9 1/4 in., Painting: 4 9/16 × 6 1/4 in.)",ARTIC-d445a00c-33f4-f652-f775-25cf9eed8957,https://www.artic.edu/iiif/2/d445a00c-33f4-f652-f775-25cf9eed8957/full/max/0/default.jpg
Processional Cross with Saint Mary Magdalene and a Blessed Hermit,"Lorenzo Monaco (Italian, 1370/75-1425)",1392/95,1392.0,1395.0,Tempera on panel,Painting,ARTIC-47696,Italy,"<p>Representative of the early work of Lorenzo Monaco, a Camaldolese monk and leading Florentine painter of the end of the fourteenth century and the beginning of the fifteenth century, the delicate colors and simplified forms of this Crucifixion are exceptionally well preserved. The medallion above the crucified Christ contains an image of Christ in Glory, holding a palm in each hand to symbolize his victory over death. Below, the crowned figure of King David holds an inscribed scroll. More often in Crucifixion scenes of this period, a pelican appears at the top of the cross and the skull of Adam lies at the foot. A penitential theme is suggested by the figures kneeling under the Cross: on the right is a haloed Magdalen in a red robe; on the left, a man with the incised rays of a <em>beatus</em>, or blessed one, emanating from his head wears the torn brown cloak of a hermit. He was probably meant to represent a specific hermit within the Camaldolese order. The panel has a hole drilled at the base, allowing it to be mounted on a pole and used as a processional cross, likely in the monastic Camaldolese community of Santa Maria degli Angeli, where Lorenzo lived and worked.</p>
","Representative of the early work of Lorenzo Monaco, a monk and leading Florentine painter, this Crucifixion boasts delicate colors and simplified forms that are exceptionally well preserved. The panel has a hole drilled at the base, allowing it to be mounted on a pole and used as a processional cross, likely in the monastic Camaldolese community where Lorenzo had lived and worked.",,ARTIC-7bc86f37-02d8-10fb-ec06-7e2ce69d9238,https://www.artic.edu/iiif/2/7bc86f37-02d8-10fb-ec06-7e2ce69d9238/full/max/0/default.jpg
Mist Rising at Sunset in the Catskills,"Sanford Robinson Gifford (American, 1823–1880)",c. 1861,1861.0,1861.0,Oil on canvas,Painting,ARTIC-34648,United States,"<p>Sanford Robinson Gifford was a key figure of the Hudson River School, the group of landscape painters that flourished in the New York region in the mid-19th century. The Catskill Mountains were an important subject for Gifford, who made drawings and oil sketches like this one during excursions in the area; such works often served as source material for larger compositions produced later in his studio. <em>Mist Rising at Sunset in the Catskills</em> is a swift, freely rendered depiction of evanescent mist above a pond and brilliantly illuminated clouds amid a low sun. Two men attending a boat on the shore give the mountainous scene a sense of grandeur despite the painting’s small dimensions.</p>
",,17.2 × 24.1 cm (6 3/4 × 9 1/2 in.),ARTIC-30491751-fb43-fc27-51fe-d068be7b6568,https://www.artic.edu/iiif/2/30491751-fb43-fc27-51fe-d068be7b6568/full/max/0/default.jpg
Monju Dressed in a Robe of Braided Grass (Nawa Monju),Japanese,dated 1415,1410.0,1420.0,Hanging scroll; ink and color on paper,Painting,,Japan,"<p>The earthly abode of Monju, the bodhisattva of wisdom, was thought to be on Mount Wutai in Shanxi province, China. At this site, pilgrims reported seeing the deity in a variety of more humble manifestations. In an account by the 11th-century scholar Lu Huiqing, Monju appeared as a strangely clad boy, advising Lu that the Buddha’s teachings were simple and clear despite the pedantic commentaries that obscured them. Lu scolded the youth for his impertinence, only to realize that he was speaking with Monju.</p>
<p>An inscription dated 1415 by the monk Godaichi Shûgaku attests to the particular affection in which Monju was held in Zen circles. In the search for enlightenment, Monju’s scorn for excessive dependence on academic learning underscored a fundamental precept of the Japanese Zen branch of Buddhism.</p>
",,92.7 × 40.3 cm (36 1/2 × 15 7/8 in.),ARTIC-0d52ff9e-13e6-06b2-2f37-7f1e661a7581,https://www.artic.edu/iiif/2/0d52ff9e-13e6-06b2-2f37-7f1e661a7581/full/max/0/default.jpg
Saracens and Crusaders,"Style of Théodore Chassériau (French, 1819-1856)",c. 1846,1841.0,1851.0,Oil on canvas,Painting,ARTIC-33939,France,,,59.1 × 78.1 cm (23 1/4 × 30 3/4 in.),ARTIC-0515789f-d834-ad28-48c4-473ccf1eecc5,https://www.artic.edu/iiif/2/0515789f-d834-ad28-48c4-473ccf1eecc5/full/max/0/default.jpg
View on the Grounds of a Villa near Florence,"Richard Parkes Bonington (British, 1802-1828)",1826,1826.0,1826.0,Oil on millboard mounted on canvas,Painting,ARTIC-33691,England,,,43.1 × 58.4 cm (17 × 23 in.),ARTIC-26421d10-27fc-e656-613d-12f4f2a20381,https://www.artic.edu/iiif/2/26421d10-27fc-e656-613d-12f4f2a20381/full/max/0/default.jpg
One of a Pair of Manuscript Covers from the Glorification of the Great Goddess (Devimahatmya),Nepal,18th century,1701.0,1800.0,Pigments and metallic paint on wood,Painting,,Nepal,"<p>The Hindu goddess Durga. slayer of the buffalo demon Mahesha (Mahishasuramardini), appears in rhythmic succession 12 times in this pair of manuscript covers from Nepal. In this myth the gods, unable to defeat a powerful shape-changing demon in the form of a water buffalo, decide to create a goddess who—with their combined weapons, energy, and strength—will be able to vanquish it. Whirling her arms and brandishing her weapons, the goddess stabs the demon with her lance in one lower hand and lifts him up by the tail with another. Her right foot stands upon her trademark vehicle, shown as a snow lion in Nepal, while her left foot crushes the demon’s back. As she does so, a human form emerges from the animal’s neck. In an expressive detail, the buffalo’s severed head droops below the picture frame. In Nepal Durga is often called “Bhagwati,” and she is worshipped annually in an autumn festival in both India and Nepal.</p>
",,1.1 × 48.8 × 11.7 cm (3/8 × 19 5/16 × 4 5/8 in.),ARTIC-53eb3c01-e31d-1688-e3c1-a90c1dbf09d4,https://www.artic.edu/iiif/2/53eb3c01-e31d-1688-e3c1-a90c1dbf09d4/full/max/0/default.jpg
Pillars of the Country,"Yao Shou (Chinese, 1423-1495)","Ming dynasty (1368–1644), 1494",1423.0,1495.0,Handscroll; ink and color on paper,Painting,ARTIC-37378,China,"<p>Together with those of a riverscape, rocks, flowers, and branches of cedar and bamboo, the magpie is one of six images painted by Yao Shou along the length of this handscroll. Its portrayal represents a venerable genre of painting known as “bird-and-flower,” whose finest artists had achieved extraordinary refinement and realism by the eleventh century. Yao Shou’s vision, however, was far more personal if seemingly simpler. He described the magpie almost solely in varied tonalities of black ink; the branches are accented with darker twigs and dotted leaves but possess little sense of spatiality; and the bamboo leaves are rendered in freely executed strokes of pale blue.</p>
<p>Yao Shou accompanied the magpie—as he did its companion images—with an original poem written in his characteristically elegant cursive script and signed with his courtesy name, Gongshou:</p>
<p><q>In the bright moonlight, why does the<br>magpie circle three times before<br>alighting?<br>During sunny days, it sings on the green<br>branches.<br>I also practice divination to find the place<br>where the magpie often roosts.<br>It stays on the rooftop of the old master’s<br>house, and the stars arrive late.</q></p>
<p>The title and artist’s biography combine to add poignancy to this work. “Pillars of the Country” refers to the vital role of intellectuals in supporting China’s integrity. Almost thirty years earlier, gratuitous slander had driven Yao Shou from a prestigious career in government service to retirement as a painter, calligrapher, collector, and scholar —  all pursuits of a traditional literatus. Now advanced in years, he expressed his cultivated ideals in both the willful spontaneity of his brushwork and the informed allusions in his inscription, adapting each line from that of a celebrated poem from centuries past.</p>
<p>As documented by several seals impressed on its surface, this painting once held an honored place in the collection of the Qianlong emperor (r. 1736–95), China’s most passionate imperial collector.</p>
",,,ARTIC-ce5e37ef-7bea-d929-efb6-756e5c10de7f,https://www.artic.edu/iiif/2/ce5e37ef-7bea-d929-efb6-756e5c10de7f/full/max/0/default.jpg
Madame de Pastoret and Her Son,"Jacques-Louis David (French, 1748-1825)",1791/92,1791.0,1792.0,Oil on canvas,Painting,ARTIC-34147,France,"<p>The volatile events of the early years of the French Revolution make it impossible to determine with certainty the date of Jacques-Louis David’s warm, fresh portrait of Adélaïde de Pastoret. They also probably account for the portrait’s unfinished state. David, a renowned Neoclassical painter, was at the time an ardent revolutionary; Madame de Pastoret was the wife of a staunch royalist. The sittings must have occurred after the birth, early in 1791, of her son, who is portrayed asleep by her side, and before her brief imprisonment during the Reign of Terror in 1792. Here David completed the stippled, almost monochromatic underpainting but did not create the stark, enamel-smooth surface that is characteristic of his finished paintings. He did not even get far enough to place a needle and thread in Madame de Pastoret’s hand. Nevertheless, this large portrait of unaffected domesticity captures the youthful mother with charm as well as dignity and displays David’s skill as a portraitist. Objecting to David’s revolutionary ideals, Madame de Pastoret (who became the Marquise de Pastoret in 1817) refused the painting during the artist’s lifetime. After David’s death, she had her son, by then an adult, purchase the portrait from the artist’s estate.</p>
","The French Revolution probably accounts for this portrait's unfinished state. While David completed the stippled underpainting, he did not create the smooth surface characteristic of his finished paintings. He did not even place a needle and thread in the subject's hand. Objecting to David’s revolutionary ideals, Madame de Pastoret refused the painting but had her adult son purchase the portrait after the artist's death.",129.8 × 96.6 cm (51 1/8 × 38 in.),ARTIC-72227c9e-413c-8930-477d-5a90e0a2123c,https://www.artic.edu/iiif/2/72227c9e-413c-8930-477d-5a90e0a2123c/full/max/0/default.jpg
