objectid,locationid,title,date_start,date_end,medium,dimensions,classification,constituentid,forwarddisplayname,lastname,displaydate,artist_beginyear,artist_endyear,nationality,wikidataid,roletype,role,uuid,viewtype,maxpixels,depictstmsobjectid,artist_display,url,image_id
1167,8428.0,Portrait of a Man,1648.0,1650.0,Oil on canvas,"overall: 63.5 x 53.5 cm (25 x 21 1/16 in.)
framed: 92.4 x 81.3 x 9.2 cm (36 3/8 x 32 x 3 5/8 in.)",Painting,1369,Frans Hals,Hals,"Dutch, c. 1582/1583 - 1666",1582.0,1666.0,Dutch,Q167654,artist,artist,cab68476-336a-4223-90fe-eb33ba2e5293,primary,,1167,"Frans Hals (Dutch, c. 1582/1583-1666)",https://api.nga.gov/iiif/cab68476-336a-4223-90fe-eb33ba2e5293/full/max/0/default.jpg,NGA-cab68476-336a-4223-90fe-eb33ba2e5293
1174,,The Hoppner Children,1791.0,1791.0,Oil on canvas,overall: 152.5 x 127 cm (60 1/16 x 50 in.),Painting,1405,John Hoppner,Hoppner,"British, 1758 - 1810",1758.0,1810.0,British,Q326066,artist,artist,e3393192-07f1-4a48-9782-72e2f814b65d,primary,,1174,"John Hoppner (British, 1758-1810)",https://api.nga.gov/iiif/e3393192-07f1-4a48-9782-72e2f814b65d/full/max/0/default.jpg,NGA-e3393192-07f1-4a48-9782-72e2f814b65d
1189,,Madonna and Child,1470.0,1470.0,Tempera on poplar panel,"overall: 67.2 x 46 cm (26 7/16 x 18 1/8 in.)
framed: 92.4 x 71.8 x 8.3 cm (36 3/8 x 28 1/4 x 3 1/4 in.)",Painting,13,Anonymous Artist,Anonymous Artist,,,,Unknown,Q4233718,artist,painter,f2087521-95a8-42e9-b383-712221c3b31b,primary,,1189,Anonymous Artist,https://api.nga.gov/iiif/f2087521-95a8-42e9-b383-712221c3b31b/full/max/0/default.jpg,NGA-f2087521-95a8-42e9-b383-712221c3b31b
1189,,Madonna and Child,1470.0,1470.0,Tempera on poplar panel,"overall: 67.2 x 46 cm (26 7/16 x 18 1/8 in.)
framed: 92.4 x 71.8 x 8.3 cm (36 3/8 x 28 1/4 x 3 1/4 in.)",Painting,1489,Fra Filippo Lippi,Lippi,"Florentine, c. 1406 - 1469",1406.0,1469.0,Italian,Q205148,artist,related artist,f2087521-95a8-42e9-b383-712221c3b31b,primary,,1189,"Possibly Fra Filippo Lippi (Florentine, c. 1406-1469)",https://api.nga.gov/iiif/f2087521-95a8-42e9-b383-712221c3b31b/full/max/0/default.jpg,NGA-f2087521-95a8-42e9-b383-712221c3b31b
1189,,Madonna and Child,1470.0,1470.0,Tempera on poplar panel,"overall: 67.2 x 46 cm (26 7/16 x 18 1/8 in.)
framed: 92.4 x 71.8 x 8.3 cm (36 3/8 x 28 1/4 x 3 1/4 in.)",Painting,1779,Pesellino,Pesellino,"Florentine, c. 1422 - 1457",1422.0,1457.0,Italian,Q930831,artist,related artist,f2087521-95a8-42e9-b383-712221c3b31b,primary,,1189,"Possibly Pesellino (Florentine, c. 1422-1457)",https://api.nga.gov/iiif/f2087521-95a8-42e9-b383-712221c3b31b/full/max/0/default.jpg,NGA-f2087521-95a8-42e9-b383-712221c3b31b
1212,,The Hon. Mrs. Gray,1785.0,1790.0,Oil on canvas,overall: 76 x 63.5 cm (29 15/16 x 25 in.),Painting,6629,Daniel Gardner,Gardner,"British, 1750 - 1805",1750.0,1805.0,British,Q4906954,artist,painter,4373e800-f8f6-45a6-848f-3d9e6150170f,primary,,1212,"Daniel Gardner (British, 1750-1805)",https://api.nga.gov/iiif/4373e800-f8f6-45a6-848f-3d9e6150170f/full/max/0/default.jpg,NGA-4373e800-f8f6-45a6-848f-3d9e6150170f
1197,,Head of Saint Matthew,1660.0,1660.0,Oil on panel,overall: 25 x 19.5 cm (9 13/16 x 7 11/16 in.),Painting,1822,Rembrandt van Rijn,Rembrandt van Rijn,"Dutch, 1606 - 1669",1606.0,1669.0,Dutch,Q5598,artist,related artist,abb2963f-62ac-4cb6-a680-cb81755a8bcc,primary,,1197,"Possibly Rembrandt van Rijn (Dutch, 1606-1669)",https://api.nga.gov/iiif/abb2963f-62ac-4cb6-a680-cb81755a8bcc/full/max/0/default.jpg,NGA-abb2963f-62ac-4cb6-a680-cb81755a8bcc
1197,,Head of Saint Matthew,1660.0,1660.0,Oil on panel,overall: 25 x 19.5 cm (9 13/16 x 7 11/16 in.),Painting,8351,Dutch 17th Century,Dutch 17th Century,,1600.0,1699.0,Dutch,,artist,painter,abb2963f-62ac-4cb6-a680-cb81755a8bcc,primary,,1197,Dutch 17th Century,https://api.nga.gov/iiif/abb2963f-62ac-4cb6-a680-cb81755a8bcc/full/max/0/default.jpg,NGA-abb2963f-62ac-4cb6-a680-cb81755a8bcc
1199,8468.0,The Circumcision,1661.0,1661.0,Oil on canvas,"overall: 56.5 x 75 cm (22 1/4 x 29 1/2 in.)
framed: 81.3 x 99 x 8.2 cm (32 x 39 x 3 1/4 in.)",Painting,1822,Rembrandt van Rijn,Rembrandt van Rijn,"Dutch, 1606 - 1669",1606.0,1669.0,Dutch,Q5598,artist,artist,c41105bb-50e6-47b1-b610-9250eabfeacf,primary,,1199,"Rembrandt van Rijn (Dutch, 1606-1669)",https://api.nga.gov/iiif/c41105bb-50e6-47b1-b610-9250eabfeacf/full/max/0/default.jpg,NGA-c41105bb-50e6-47b1-b610-9250eabfeacf
1202,,Study of an Old Man,1650.0,1699.0,Oil on panel,overall: 28 x 21.5 cm (11 x 8 7/16 in.),Painting,13,Anonymous Artist,Anonymous Artist,,,,Unknown,Q4233718,artist,painter,d277c2a7-190e-475a-bae9-f1cbd0b1218d,primary,,1202,Anonymous Artist,https://api.nga.gov/iiif/d277c2a7-190e-475a-bae9-f1cbd0b1218d/full/max/0/default.jpg,NGA-d277c2a7-190e-475a-bae9-f1cbd0b1218d
1202,,Study of an Old Man,1650.0,1699.0,Oil on panel,overall: 28 x 21.5 cm (11 x 8 7/16 in.),Painting,1822,Rembrandt van Rijn,Rembrandt van Rijn,"Dutch, 1606 - 1669",1606.0,1669.0,Dutch,Q5598,artist,related artist,d277c2a7-190e-475a-bae9-f1cbd0b1218d,primary,,1202,"Possibly Rembrandt van Rijn (Dutch, 1606-1669)",https://api.nga.gov/iiif/d277c2a7-190e-475a-bae9-f1cbd0b1218d/full/max/0/default.jpg,NGA-d277c2a7-190e-475a-bae9-f1cbd0b1218d
1205,,The Philosopher,1653.0,1653.0,Oil on panel,"overall: 61.5 x 49.5 cm (24 3/16 x 19 1/2 in.)
framed: 105.4 x 92.4 x 9.2 cm (41 1/2 x 36 3/8 x 3 5/8 in.)",Painting,1822,Rembrandt van Rijn,Rembrandt van Rijn,"Dutch, 1606 - 1669",1606.0,1669.0,Dutch,Q5598,artist,related artist,7e26c058-8547-4242-9c2b-2bd096187c38,primary,,1205,"Possibly Rembrandt van Rijn (Dutch, 1606-1669)",https://api.nga.gov/iiif/7e26c058-8547-4242-9c2b-2bd096187c38/full/max/0/default.jpg,NGA-7e26c058-8547-4242-9c2b-2bd096187c38
1205,,The Philosopher,1653.0,1653.0,Oil on panel,"overall: 61.5 x 49.5 cm (24 3/16 x 19 1/2 in.)
framed: 105.4 x 92.4 x 9.2 cm (41 1/2 x 36 3/8 x 3 5/8 in.)",Painting,5637,Willem Drost,Drost,"Dutch, c. 1630 - after 1680",1630.0,1710.0,Dutch,Q60099,artist,painter,7e26c058-8547-4242-9c2b-2bd096187c38,primary,,1205,"Willem Drost (Dutch, c. 1630-after 1680)",https://api.nga.gov/iiif/7e26c058-8547-4242-9c2b-2bd096187c38/full/max/0/default.jpg,NGA-7e26c058-8547-4242-9c2b-2bd096187c38
1205,,The Philosopher,1653.0,1653.0,Oil on panel,"overall: 61.5 x 49.5 cm (24 3/16 x 19 1/2 in.)
framed: 105.4 x 92.4 x 9.2 cm (41 1/2 x 36 3/8 x 3 5/8 in.)",Painting,8351,Dutch 17th Century,Dutch 17th Century,,1600.0,1699.0,Dutch,,artist,painter,7e26c058-8547-4242-9c2b-2bd096187c38,primary,,1205,Dutch 17th Century,https://api.nga.gov/iiif/7e26c058-8547-4242-9c2b-2bd096187c38/full/max/0/default.jpg,NGA-7e26c058-8547-4242-9c2b-2bd096187c38
1213,,Lady Cornewall,1785.0,1786.0,Oil on canvas,overall: 127 x 101.5 cm (50 x 39 15/16 in.),Painting,1825,Sir Joshua Reynolds,Reynolds,"British, 1723 - 1792",1723.0,1792.0,British,Q194402,artist,artist,ee937274-0923-45dc-b493-7e4cbd4efea3,primary,,1213,"Sir Joshua Reynolds (British, 1723-1792)",https://api.nga.gov/iiif/ee937274-0923-45dc-b493-7e4cbd4efea3/full/max/0/default.jpg,NGA-ee937274-0923-45dc-b493-7e4cbd4efea3
1221,,Emilia di Spilimbergo,1560.0,1560.0,Oil on canvas,overall: 122 x 106.5 cm (48 1/16 x 41 15/16 in.),Painting,1932,Titian,Titian,"Venetian, 1488/1490 - 1576",1490.0,1576.0,Italian,Q47551,artist,painter,8658abb7-0c48-4d48-9216-5dc7f5f2124c,primary,,1221,"Titian (Venetian, 1488/1490-1576)",https://api.nga.gov/iiif/8658abb7-0c48-4d48-9216-5dc7f5f2124c/full/max/0/default.jpg,NGA-8658abb7-0c48-4d48-9216-5dc7f5f2124c
1221,,Emilia di Spilimbergo,1560.0,1560.0,Oil on canvas,overall: 122 x 106.5 cm (48 1/16 x 41 15/16 in.),Painting,49427,Gian Paolo Pace,Pace,"Venetian, 1528 - 1560",1528.0,1560.0,Italian,,artist,painter,8658abb7-0c48-4d48-9216-5dc7f5f2124c,primary,,1221,"Gian Paolo Pace (Venetian, 1528-1560)",https://api.nga.gov/iiif/8658abb7-0c48-4d48-9216-5dc7f5f2124c/full/max/0/default.jpg,NGA-8658abb7-0c48-4d48-9216-5dc7f5f2124c
1222,,Irene di Spilimbergo,1560.0,1560.0,Oil on canvas,overall: 122 x 106.5 cm (48 1/16 x 41 15/16 in.),Painting,1932,Titian,Titian,"Venetian, 1488/1490 - 1576",1490.0,1576.0,Italian,Q47551,artist,painter,bf08be68-6b35-4469-8836-a454a4cb5fdf,primary,,1222,"Titian (Venetian, 1488/1490-1576)",https://api.nga.gov/iiif/bf08be68-6b35-4469-8836-a454a4cb5fdf/full/max/0/default.jpg,NGA-bf08be68-6b35-4469-8836-a454a4cb5fdf
1222,,Irene di Spilimbergo,1560.0,1560.0,Oil on canvas,overall: 122 x 106.5 cm (48 1/16 x 41 15/16 in.),Painting,49427,Gian Paolo Pace,Pace,"Venetian, 1528 - 1560",1528.0,1560.0,Italian,,artist,painter,bf08be68-6b35-4469-8836-a454a4cb5fdf,primary,,1222,"Gian Paolo Pace (Venetian, 1528-1560)",https://api.nga.gov/iiif/bf08be68-6b35-4469-8836-a454a4cb5fdf/full/max/0/default.jpg,NGA-bf08be68-6b35-4469-8836-a454a4cb5fdf
1227,8413.0,The Virgin as Intercessor,1628.0,1629.0,Oil on canvas,overall: 118.8 x 102.3 cm (46 3/4 x 40 1/4 in.),Painting,1259,Sir Anthony van Dyck,Dyck,"Flemish, 1599 - 1641",1599.0,1641.0,Flemish,Q150679,artist,artist,fe8a2703-99bd-4da9-9d8e-5ae7bad003cf,primary,,1227,"Sir Anthony van Dyck (Flemish, 1599-1641)",https://api.nga.gov/iiif/fe8a2703-99bd-4da9-9d8e-5ae7bad003cf/full/max/0/default.jpg,NGA-fe8a2703-99bd-4da9-9d8e-5ae7bad003cf
1228,,Giovanni Vincenzo Imperiale,1626.0,1626.0,Oil on canvas,"overall: 128.9 × 105.4 cm (50 3/4 × 41 1/2 in.)
framed: 160.66 × 141.61 × 16.19 cm (63 1/4 × 55 3/4 × 6 3/8 in.)",Painting,1259,Sir Anthony van Dyck,Dyck,"Flemish, 1599 - 1641",1599.0,1641.0,Flemish,Q150679,artist,artist,23962f22-2029-4655-8196-dfc380dbf417,primary,,1228,"Sir Anthony van Dyck (Flemish, 1599-1641)",https://api.nga.gov/iiif/23962f22-2029-4655-8196-dfc380dbf417/full/max/0/default.jpg,NGA-23962f22-2029-4655-8196-dfc380dbf417
1229,8408.0,The Prefect Raffaele Raggi,1625.0,1625.0,Oil on canvas,"overall: 131 × 105.4 cm (51 9/16 × 41 1/2 in.)
framed: 156.21 × 132.08 × 8.89 cm (61 1/2 × 52 × 3 1/2 in.)",Painting,1259,Sir Anthony van Dyck,Dyck,"Flemish, 1599 - 1641",1599.0,1641.0,Flemish,Q150679,artist,artist,d9d2e050-e740-4bc7-8c09-69ad8aee5fbb,primary,,1229,"Sir Anthony van Dyck (Flemish, 1599-1641)",https://api.nga.gov/iiif/d9d2e050-e740-4bc7-8c09-69ad8aee5fbb/full/max/0/default.jpg,NGA-d9d2e050-e740-4bc7-8c09-69ad8aee5fbb
1230,8408.0,A Genoese Noblewoman and Her Son,1626.0,1626.0,Oil on canvas,"overall: 191.5 x 139.5 cm (75 3/8 x 54 15/16 in.)
framed weight: 81.647 kg (180 lb.)",Painting,1259,Sir Anthony van Dyck,Dyck,"Flemish, 1599 - 1641",1599.0,1641.0,Flemish,Q150679,artist,artist,483d4eb2-e0cf-4a48-85d9-dc460ba41494,primary,,1230,"Sir Anthony van Dyck (Flemish, 1599-1641)",https://api.nga.gov/iiif/483d4eb2-e0cf-4a48-85d9-dc460ba41494/full/max/0/default.jpg,NGA-483d4eb2-e0cf-4a48-85d9-dc460ba41494
12137,,Wealth and Benefits of the Spanish Monarchy under Charles III,1762.0,1762.0,Oil on canvas,"overall: 181.8 x 104.3 cm (71 9/16 x 41 1/16 in.)
framed: 192.4 x 115.3 cm (75 3/4 x 45 3/8 in.)",Painting,1927,Giovanni Battista Tiepolo,Tiepolo,"Venetian, 1696 - 1770",1696.0,1770.0,Italian,Q186202,artist,artist,4fa70f8d-9d2b-47ca-8a84-e49c942e900d,primary,,12137,"Giovanni Battista Tiepolo (Venetian, 1696-1770)",https://api.nga.gov/iiif/4fa70f8d-9d2b-47ca-8a84-e49c942e900d/full/max/0/default.jpg,NGA-4fa70f8d-9d2b-47ca-8a84-e49c942e900d
12199,8509.0,A Painter's Studio,1800.0,1800.0,Oil on canvas,"overall: 73.5 x 59.5 cm (28 15/16 x 23 7/16 in.)
framed: 93.3 x 78.7 cm (36 3/4 x 31 in.)",Painting,975,Louis-Léopold Boilly,Boilly,"French, 1761 - 1845",1761.0,1845.0,French,Q715909,artist,artist,d16f5ad4-d9f8-498a-9242-8821c5522254,primary,,12199,"Louis-Léopold Boilly (French, 1761-1845)",https://api.nga.gov/iiif/d16f5ad4-d9f8-498a-9242-8821c5522254/full/max/0/default.jpg,NGA-d16f5ad4-d9f8-498a-9242-8821c5522254
30218,,Peach Blossom,1890.0,1894.0,Oil on wood,"overall: 23.7 × 13.8 cm (9 5/16 × 5 7/16 in.)
framed: 46.99 × 38.1 × 6.35 cm (18 1/2 × 15 × 2 1/2 in.)",Painting,1973,Beatrice Godwin Whistler,Whistler,"British, 1857 - 1896",1857.0,1896.0,British,Q18526619,artist,painter,98459286-8b99-42e6-8f42-551a4f9562a2,primary,,30218,"Beatrice Godwin Whistler (British, 1857-1896)",https://api.nga.gov/iiif/98459286-8b99-42e6-8f42-551a4f9562a2/full/max/0/default.jpg,NGA-98459286-8b99-42e6-8f42-551a4f9562a2
32682,,Family Portrait,1756.0,1756.0,Oil on canvas,"overall: 244 x 195 cm (96 1/16 x 76 3/4 in.)
framed: 281.9 x 224.8 x 21 cm (111 x 88 1/2 x 8 1/4 in.)",Painting,1242,François-Hubert Drouais,Drouais,"French, 1727 - 1775",1727.0,1775.0,French,Q946487,artist,artist,f1ba2694-7733-49c5-80d4-a6bdd1b6f7c9,primary,,32682,"François-Hubert Drouais (French, 1727-1775)",https://api.nga.gov/iiif/f1ba2694-7733-49c5-80d4-a6bdd1b6f7c9/full/max/0/default.jpg,NGA-f1ba2694-7733-49c5-80d4-a6bdd1b6f7c9
32686,,Ange Laurent de La Live de Jully,1759.0,1759.0,Oil on canvas,"overall: 117 x 88.5 cm (46 1/16 x 34 13/16 in.)
framed: 161.9 x 121.9 cm (63 3/4 x 48 in.)",Painting,1358,Jean-Baptiste Greuze,Greuze,"French, 1725 - 1805",1725.0,1805.0,French,Q347139,artist,artist,3429a3ca-76cc-4560-8839-ecfe3ab2b50f,primary,,32686,"Jean-Baptiste Greuze (French, 1725-1805)",https://api.nga.gov/iiif/3429a3ca-76cc-4560-8839-ecfe3ab2b50f/full/max/0/default.jpg,NGA-3429a3ca-76cc-4560-8839-ecfe3ab2b50f
32687,8498.0,The Italian Comedians,1720.0,1720.0,Oil on canvas,"overall: 63.8 × 76.2 cm (25 1/8 × 30 in.)
framed: 94.62 × 107 × 13.65 cm (37 1/4 × 42 1/8 × 5 3/8 in.)",Painting,1967,Antoine Watteau,Watteau,"French, 1684 - 1721",1684.0,1721.0,French,Q183221,artist,artist,56de693a-9c4c-4777-aaa0-fc7052b836e1,primary,,32687,"Antoine Watteau (French, 1684-1721)",https://api.nga.gov/iiif/56de693a-9c4c-4777-aaa0-fc7052b836e1/full/max/0/default.jpg,NGA-56de693a-9c4c-4777-aaa0-fc7052b836e1
32689,8374.0,Landscape with Peasants,1640.0,1640.0,Oil on canvas,"overall: 46.5 x 57 cm (18 5/16 x 22 7/16 in.)
framed: 71.1 x 81.9 x 10.2 cm (28 x 32 1/4 x 4 in.)",Painting,1478,Louis Le Nain,Le Nain,"French, c. 1600/1603 - 1648",1600.0,1648.0,French,Q736207,artist,artist,286d4b52-4ef8-4758-a9a9-1a0659ec7b88,primary,,32689,"Louis Le Nain (French, c. 1600/1603-1648)",https://api.nga.gov/iiif/286d4b52-4ef8-4758-a9a9-1a0659ec7b88/full/max/0/default.jpg,NGA-286d4b52-4ef8-4758-a9a9-1a0659ec7b88
33963,,The Coleman Sisters,1844.0,1844.0,Oil on canvas,"overall: 112.5 x 87.5 cm (44 5/16 x 34 7/16 in.)
framed: 146.7 x 121.9 x 14 cm (57 3/4 x 48 x 5 1/2 in.)",Painting,1914,Thomas Sully,Sully,"American, born England, 1783 - 1872",1783.0,1872.0,American,Q786545,artist,artist,748b96e3-17a9-4ab9-b107-f83cd16feb58,primary,,33963,"Thomas Sully (American, born England, 1783-1872)",https://api.nga.gov/iiif/748b96e3-17a9-4ab9-b107-f83cd16feb58/full/max/0/default.jpg,NGA-748b96e3-17a9-4ab9-b107-f83cd16feb58
37636,,Portrait of a Man with a Dog,1520.0,1520.0,Oil on canvas,"overall: 66.7 x 53.2 cm (26 1/4 x 20 15/16 in.)
framed: 94.6 x 80.6 x 6.3 cm (37 1/4 x 31 3/4 x 2 1/2 in.)",Painting,1087,Cariani,Cariani,"Venetian, 1485/1490 - 1547 or after",1485.0,1547.0,Italian,Q976391,artist,artist,6b7957f5-adbb-4ff7-9387-2fef42cc97e0,primary,,37636,"Cariani (Venetian, 1485/1490-1547 or after)",https://api.nga.gov/iiif/6b7957f5-adbb-4ff7-9387-2fef42cc97e0/full/max/0/default.jpg,NGA-6b7957f5-adbb-4ff7-9387-2fef42cc97e0
39760,,Mending the Harness,1825.0,1899.0,Oil on canvas,"overall: 48.3 x 57.2 cm (19 x 22 1/2 in.)
framed: 64.8 x 72.7 x 7 cm (25 1/2 x 28 5/8 x 2 3/4 in.)",Painting,1851,Albert Pinkham Ryder,Ryder,"American, 1847 - 1917",1847.0,1917.0,American,Q948598,artist,artist,868be5f8-bd09-44b4-a173-ab65103bbf4f,primary,,39760,"Albert Pinkham Ryder (American, 1847-1917)",https://api.nga.gov/iiif/868be5f8-bd09-44b4-a173-ab65103bbf4f/full/max/0/default.jpg,NGA-868be5f8-bd09-44b4-a173-ab65103bbf4f
41598,,Madonna and Child [obverse],1496.0,1499.0,Oil on panel,"overall: 52.4 x 42.2 cm (20 5/8 x 16 5/8 in.)
framed: 66.2 x 55.5 x 7.6 cm (26 1/16 x 21 7/8 x 3 in.)",Painting,1256,Albrecht Dürer,Dürer,"German, 1471 - 1528",1471.0,1528.0,German,Q5580,artist,artist,878db7e6-10ae-4cae-ba5d-6d6f5c413ae8,primary,,41598,"Albrecht Dürer (German, 1471-1528)",https://api.nga.gov/iiif/878db7e6-10ae-4cae-ba5d-6d6f5c413ae8/full/max/0/default.jpg,NGA-878db7e6-10ae-4cae-ba5d-6d6f5c413ae8
41640,,Tarquin and Lucretia,1695.0,1700.0,Oil on canvas,"overall: 195 x 171.5 cm (76 3/4 x 67 1/2 in.)
framed: 222.9 x 201.9 x 14.3 cm (87 3/4 x 79 1/2 x 5 5/8 in.)",Painting,1182,Giuseppe Maria Crespi,Crespi,"Bolognese, 1665 - 1747",1665.0,1747.0,Italian,Q528620,artist,artist,97c69a77-0dab-4ee0-81ab-612f26582e45,primary,,41640,"Giuseppe Maria Crespi (Bolognese, 1665-1747)",https://api.nga.gov/iiif/97c69a77-0dab-4ee0-81ab-612f26582e45/full/max/0/default.jpg,NGA-97c69a77-0dab-4ee0-81ab-612f26582e45
42925,,The Fire Boss,1925.0,1925.0,Oil on canvas,"overall: 153.1 x 128 cm (60 1/4 x 50 3/8 in.)
framed: 181 x 156.2 x 6.4 cm (71 1/4 x 61 1/2 x 2 1/2 in.)",Painting,1499,George Luks,Luks,"American, 1866 - 1933",1866.0,1933.0,American,Q337733,artist,painter,2bab2cfc-3cb6-45e5-a030-1779aedb5981,primary,,42925,"George Luks (American, 1866-1933)",https://api.nga.gov/iiif/2bab2cfc-3cb6-45e5-a030-1779aedb5981/full/max/0/default.jpg,NGA-2bab2cfc-3cb6-45e5-a030-1779aedb5981
43675,,George Dodd,1852.0,1852.0,Oil on canvas,"overall: 76.1 x 63.7 cm (29 15/16 x 25 1/16 in.)
framed: 87 x 74.9 x 3.2 cm (34 1/4 x 29 1/2 x 1 1/4 in.)",Painting,1747,John Neagle,Neagle,"American, 1796 - 1865",1796.0,1865.0,American,Q1701195,artist,artist,84b1ff7b-482c-40d0-b918-2ed4b1b89a39,primary,,43675,"John Neagle (American, 1796-1865)",https://api.nga.gov/iiif/84b1ff7b-482c-40d0-b918-2ed4b1b89a39/full/max/0/default.jpg,NGA-84b1ff7b-482c-40d0-b918-2ed4b1b89a39
43671,,Charles Carroll of Carrollton,1828.0,1828.0,Oil on canvas,"overall: 90.2 x 70.2 cm (35 1/2 x 27 5/8 in.)
framed: 110.5 x 90.2 x 6.4 cm (43 1/2 x 35 1/2 x 2 1/2 in.)",Painting,1372,Chester Harding,Harding,"American, 1792 - 1866",1792.0,1866.0,American,Q5093586,artist,artist,534576fa-5fa3-4c8a-a152-c38243f36a8a,primary,,43671,"Chester Harding (American, 1792-1866)",https://api.nga.gov/iiif/534576fa-5fa3-4c8a-a152-c38243f36a8a/full/max/0/default.jpg,NGA-534576fa-5fa3-4c8a-a152-c38243f36a8a
43712,,Henry W. Houston,1837.0,1837.0,Oil on canvas,"overall: 71.3 x 55.9 cm (28 1/16 x 22 in.)
framed: 91.4 x 76.2 x 6.3 cm (36 x 30 x 2 1/2 in.)",Painting,1150,Elias V. Coe,Coe,"American, 1794 - 1843",1794.0,1843.0,American,Q21408232,artist,artist,ae2c0b18-f8d3-4e0a-9f29-3c5d1e80ab99,primary,,43712,"Elias V. Coe (American, 1794-1843)",https://api.nga.gov/iiif/ae2c0b18-f8d3-4e0a-9f29-3c5d1e80ab99/full/max/0/default.jpg,NGA-ae2c0b18-f8d3-4e0a-9f29-3c5d1e80ab99
45857,,Skating Scene,1835.0,1835.0,Oil on canvas,"overall: 36.9 x 46.2 cm (14 1/2 x 18 3/16 in.)
framed: 43.2 x 52.7 x 4.6 cm (17 x 20 3/4 x 1 13/16 in.)",Painting,1934,John Toole,Toole,"American, 1815 - 1860",1815.0,1860.0,American,Q21498010,artist,artist,acf6fb2a-7774-49a5-9b9b-05740a8191fe,primary,,45857,"John Toole (American, 1815-1860)",https://api.nga.gov/iiif/acf6fb2a-7774-49a5-9b9b-05740a8191fe/full/max/0/default.jpg,NGA-acf6fb2a-7774-49a5-9b9b-05740a8191fe
45858,,"Burning of Old South Church, Bath, Maine",1854.0,1854.0,Oil on canvas,"overall: 46.5 x 61.8 cm (18 5/16 x 24 5/16 in.)
framed: 55.8 x 71.1 x 5 cm (21 15/16 x 28 x 1 15/16 in.)",Painting,6595,John Hilling,Hilling,"British, 1822 - 1894",1822.0,1894.0,British,Q21498006,artist,painter,c8befcd8-4237-4652-ba45-b6da85b6f23e,primary,,45858,"John Hilling (British, 1822-1894)",https://api.nga.gov/iiif/c8befcd8-4237-4652-ba45-b6da85b6f23e/full/max/0/default.jpg,NGA-c8befcd8-4237-4652-ba45-b6da85b6f23e
46037,,Young Woman and Man,1700.0,1799.0,Oil on wood,"overall: 11.8 x 9.9 cm (4 5/8 x 3 7/8 in.)
framed: 25.4 x 22.9 x 1.9 cm (10 x 9 x 3/4 in.)",Painting,2831,French 18th Century,French 18th Century,,1700.0,1799.0,French,,artist,artist,aa4d19fa-6a66-457d-8b85-6cc6c2484cd5,primary,,46037,French 18th Century,https://api.nga.gov/iiif/aa4d19fa-6a66-457d-8b85-6cc6c2484cd5/full/max/0/default.jpg,NGA-aa4d19fa-6a66-457d-8b85-6cc6c2484cd5
46099,,John Smith Warner (?),1800.0,1899.0,Oil on canvas,"overall: 76.5 x 63.3 cm (30 1/8 x 24 15/16 in.)
framed: 97.8 x 85.1 x 8.3 cm (38 1/2 x 33 1/2 x 3 1/4 in.)",Painting,1942,American 19th Century,American 19th Century,,1800.0,1899.0,American,,artist,painter,3e131331-3120-46f3-8684-b4170cbe6e39,primary,,46099,American 19th Century,https://api.nga.gov/iiif/3e131331-3120-46f3-8684-b4170cbe6e39/full/max/0/default.jpg,NGA-3e131331-3120-46f3-8684-b4170cbe6e39
46113,8509.0,Madame David,1813.0,1813.0,Oil on canvas,"overall: 72.9 x 59.4 cm (28 11/16 x 23 3/8 in.)
framed: 93.6 x 79.7 x 9.5 cm (36 7/8 x 31 3/8 x 3 3/4 in.)",Painting,1212,Jacques-Louis David,David,"French, 1748 - 1825",1748.0,1825.0,French,Q83155,artist,painter,96140f3f-0521-47de-9d75-ed0b8b7d30f1,primary,,46113,"Jacques-Louis David (French, 1748-1825)",https://api.nga.gov/iiif/96140f3f-0521-47de-9d75-ed0b8b7d30f1/full/max/0/default.jpg,NGA-96140f3f-0521-47de-9d75-ed0b8b7d30f1
46149,8497.0,Ceres (Summer),1717.0,1718.0,Oil on canvas,overall (oval): 141.6 x 115.7 cm (55 3/4 x 45 9/16 in.),Painting,1967,Antoine Watteau,Watteau,"French, 1684 - 1721",1684.0,1721.0,French,Q183221,artist,artist,768878fe-0382-42fb-a74e-536be63690e7,primary,,46149,"Antoine Watteau (French, 1684-1721)",https://api.nga.gov/iiif/768878fe-0382-42fb-a74e-536be63690e7/full/max/0/default.jpg,NGA-768878fe-0382-42fb-a74e-536be63690e7
46151,8332.0,Saint Jerome and the Angel,1622.0,1625.0,Oil on canvas,"overall: 144.8 × 179.8 cm (57 × 70 13/16 in.)
framed: 165.1 × 204.47 × 9.53 cm (65 × 80 1/2 × 3 3/4 in.)",Painting,1959,Simon Vouet,Vouet,"French, 1590 - 1649",1590.0,1649.0,French,Q317920,artist,painter,8cb10467-fce1-444c-8412-168ec845b730,primary,,46151,"Simon Vouet (French, 1590-1649)",https://api.nga.gov/iiif/8cb10467-fce1-444c-8412-168ec845b730/full/max/0/default.jpg,NGA-8cb10467-fce1-444c-8412-168ec845b730
